,Country,Year,birth%,Count
1700,Sweden,2007,54.8,55
1701,Sweden,2008,54.7,55
1702,Sweden,2009,54.4,55
1703,Sweden,2010,54.2,55
1704,Sweden,2011,54.3,55
1705,Sweden,2012,54.5,55
1706,Sweden,2013,54.4,55
1707,Sweden,2014,54.6,55
1708,Switzerland,1960,3.8,55
1709,Switzerland,1961,4.0,55
1710,Switzerland,1962,4.2,55
1711,Switzerland,1963,4.1,55
1712,Switzerland,1964,4.2,55
1713,Switzerland,1965,3.9,55
1714,Switzerland,1966,3.8,55
1715,Switzerland,1967,3.9,55
1716,Switzerland,1968,3.8,55
1717,Switzerland,1969,3.8,55
1718,Switzerland,1970,3.8,55
1719,Switzerland,1971,3.7,55
1720,Switzerland,1972,3.7,55
1721,Switzerland,1973,3.8,55
1722,Switzerland,1974,3.7,55
1723,Switzerland,1975,3.7,55
1724,Switzerland,1976,3.8,55
1725,Switzerland,1977,3.9,55
1726,Switzerland,1978,4.1,55
1727,Switzerland,1979,4.4,55
1728,Switzerland,1980,4.7,55
1729,Switzerland,1981,5.2,55
1730,Switzerland,1982,5.5,55
1731,Switzerland,1983,5.4,55
1732,Switzerland,1984,5.7,55
1733,Switzerland,1985,5.6,55
1734,Switzerland,1986,5.7,55
1735,Switzerland,1987,5.9,55
1736,Switzerland,1988,6.1,55
1737,Switzerland,1989,5.9,55
1738,Switzerland,1990,6.1,55
1739,Switzerland,1991,6.5,55
1740,Switzerland,1992,6.2,55
1741,Switzerland,1993,6.3,55
1742,Switzerland,1994,6.4,55
1743,Switzerland,1995,6.8,55
1744,Switzerland,1996,7.3,55
1745,Switzerland,1997,8.1,55
1746,Switzerland,1998,8.8,55
1747,Switzerland,1999,10.0,55
1748,Switzerland,2000,10.7,55
1749,Switzerland,2001,11.2,55
1750,Switzerland,2002,11.7,55
1751,Switzerland,2003,12.4,55
1752,Switzerland,2004,13.3,55
1753,Switzerland,2005,13.7,55
1754,Switzerland,2006,15.4,55
1755,Switzerland,2007,16.2,55
1756,Switzerland,2008,17.1,55
1757,Switzerland,2009,17.9,55
1758,Switzerland,2010,18.6,55
1759,Switzerland,2011,19.3,55
1760,Switzerland,2012,20.2,55
1761,Switzerland,2013,21.1,55
1762,Switzerland,2014,21.7,55
1763,Turkey,2010,2.6,5
1764,Turkey,2011,2.7,5
1765,Turkey,2012,2.6,5
1766,Turkey,2013,2.7,5
1767,Turkey,2014,2.8,5
1768,United Kingdom,1960,5.2,52
1769,United Kingdom,1961,5.7,52
1770,United Kingdom,1962,6.3,52
1771,United Kingdom,1963,6.6,52
1772,United Kingdom,1964,6.9,52
1773,United Kingdom,1965,7.3,52
1774,United Kingdom,1966,7.6,52
1775,United Kingdom,1967,8.1,52
1776,United Kingdom,1968,8.2,52
1777,United Kingdom,1969,8.1,52
1778,United Kingdom,1970,8.0,52
1779,United Kingdom,1971,8.2,52
1780,United Kingdom,1972,8.4,52
1781,United Kingdom,1973,8.4,52
1782,United Kingdom,1974,8.7,52
1783,United Kingdom,1975,9.0,52
1784,United Kingdom,1976,9.0,52
1785,United Kingdom,1977,9.5,52
1786,United Kingdom,1978,10.0,52
1787,United Kingdom,1979,10.6,52
1788,United Kingdom,1980,11.5,52
1789,United Kingdom,1982,14.1,52
1790,United Kingdom,1983,15.4,52
1791,United Kingdom,1984,17.0,52
1792,United Kingdom,1985,18.9,52
1793,United Kingdom,1986,21.0,52
1794,United Kingdom,1987,22.9,52
1795,United Kingdom,1988,25.2,52
1796,United Kingdom,1989,26.6,52
1797,United Kingdom,1990,27.9,52
1798,United Kingdom,1991,29.8,52
1799,United Kingdom,1992,30.8,52
1800,United Kingdom,1993,31.8,52
1801,United Kingdom,1994,32.0,52
1802,United Kingdom,1995,33.5,52
1803,United Kingdom,1996,35.5,52
1804,United Kingdom,1997,36.8,52
1805,United Kingdom,1998,37.6,52
1806,United Kingdom,1999,38.8,52
1807,United Kingdom,2000,39.5,52
1808,United Kingdom,2001,40.1,52
1809,United Kingdom,2002,40.6,52
1810,United Kingdom,2003,41.5,52
1811,United Kingdom,2004,42.3,52
1812,United Kingdom,2005,42.9,52
1813,United Kingdom,2006,43.7,52
1814,United Kingdom,2007,44.4,52
1815,United Kingdom,2008,45.4,52
1816,United Kingdom,2009,46.3,52
1817,United Kingdom,2010,46.9,52
1818,United Kingdom,2011,47.3,52
1819,United Kingdom,2012,47.6,52
1820,United States,1960,5.3,55
1821,United States,1961,5.6,55
1822,United States,1962,5.9,55
1823,United States,1963,6.3,55
1824,United States,1964,6.9,55
1825,United States,1965,7.7,55
1826,United States,1966,8.4,55
1827,United States,1967,9.0,55
1828,United States,1968,9.7,55
1829,United States,1969,10.0,55
1830,United States,1970,10.7,55
1831,United States,1971,11.3,55
1832,United States,1972,12.4,55
1833,United States,1973,13.0,55
1834,United States,1974,13.2,55
1835,United States,1975,14.3,55
1836,United States,1976,14.8,55
1837,United States,1977,15.5,55
1838,United States,1978,16.3,55
1839,United States,1979,17.1,55
1840,United States,1980,18.4,55
1841,United States,1981,18.9,55
1842,United States,1982,19.4,55
1843,United States,1983,20.3,55
1844,United States,1984,21.0,55
1845,United States,1985,22.0,55
1846,United States,1986,23.4,55
1847,United States,1987,24.5,55
1848,United States,1988,25.7,55
1849,United States,1989,27.1,55
1850,United States,1990,28.0,55
1851,United States,1991,29.5,55
1852,United States,1992,30.1,55
1853,United States,1993,31.0,55
1854,United States,1994,32.6,55
1855,United States,1995,32.2,55
1856,United States,1996,32.4,55
1857,United States,1997,32.4,55
1858,United States,1998,32.8,55
1859,United States,1999,33.0,55
1860,United States,2000,33.2,55
1861,United States,2001,33.5,55
1862,United States,2002,34.0,55
1863,United States,2003,34.6,55
1864,United States,2004,35.8,55
1865,United States,2005,36.9,55
1866,United States,2006,38.5,55
1867,United States,2007,39.7,55
1868,United States,2008,40.6,55
1869,United States,2009,41.0,55
1870,United States,2010,40.8,55
1871,United States,2011,40.7,55
1872,United States,2012,40.7,55
1873,United States,2013,40.6,55
1874,United States,2014,40.2,55
